Values recorded at: 09-Aug-2013 11:17:03

     Terrain	    Foliage	   Vehicles	      Items	  Particles	     Bounds	        HUD	
       0.734	      1.144	      1.274	      0.003	      0.004	      0.018	      0.290	
       0.335	      1.168	      0.580	      0.001	      0.001	      0.013	      0.299	
       1.006	      1.371	      1.597	      0.004	      0.003	      0.019	      0.291	
       0.300	      1.174	      0.511	      0.001	      0.003	      0.023	      0.256	
       0.874	      2.038	      1.433	      0.003	      0.004	      0.020	      0.433	
       0.686	      2.121	      1.054	      0.002	      0.003	      0.025	      0.426	
       0.873	      2.418	      1.464	      0.004	      0.005	      0.045	      0.820	
       0.340	      1.199	      0.515	      0.001	      0.002	      0.037	      0.510	
       0.345	      1.093	      0.533	      0.001	      0.003	      0.039	      0.660	
       0.306	      1.125	      0.511	      0.010	      0.002	      0.028	      0.529	
       0.644	      1.108	      0.711	      0.001	      0.003	      0.015	      0.346	
       0.554	      1.093	      0.593	      0.002	      0.001	      0.015	      0.258	
       0.637	      1.076	      0.583	      0.001	      0.002	      0.028	      0.377	
       0.693	      1.845	      0.848	      0.002	      0.003	      0.022	      0.375	
       0.807	      1.433	      1.223	      0.003	      0.002	      0.019	      0.294	
 
